eventid,iyear,imonth,iday,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary
201201100015,2012,1,10,92,India,6,South Asia,Assam,Noonmati,26.189634,91.807459,1,0,,"01/10/2012: A tanker for the Guwahati Oil Refinery exploded and caught fire in Noonmati suburb, Assam state, India. Seven workers were wounded in the explosion. The United liberation Front of Asom (UlFA) claimed responsibility for the attack, stating that it was carried out in retaliation for the exploitation of Assam's natural resources by the Indian government. However, refinery authorities said the blast was a result of an accident."
201201100016,2012,1,10,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Bara,33.912397,71.45327,1,0,In the Akakhel area,"01/10/2012: Gunmen shot and killed Haji Kalim, an Akakhel Qaumi lashkar commander, in Bara village, Khyber Pakhtunkhwa province, Pakistan. The commander was aligned with the local peace militia. No group claimed responsibility for the incident."
201201100017,2012,1,10,147,Nigeria,11,Sub-Saharan Africa,Edo,Benin City,6.33908,5.626482,1,0,,"01/10/2012: Twenty-five assailants attacked a mosque and burned it in Benin city, Edo state, Nigeria. This was one of two attacks in Benin city on this date. Five people died across the two attacks. No group claimed responsibility for the incidents."
201201100018,2012,1,10,147,Nigeria,11,Sub-Saharan Africa,Edo,Benin City,6.33908,5.626482,1,0,,"01/10/2012: Twenty-five assailants attacked an Islamic school and burned it in Benin city, Edo state, Nigeria. This was one of two attacks in Benin city on this date. Five people died across the two attacks. No group claimed responsibility for the incidents."
201201100021,2012,1,10,92,India,6,South Asia,Manipur,Yairipok,24.6667,94.0667,1,0,,"01/10/2012: Attackers threw a grenade at Md Ali, an Indian National Congress candidate, in Yairipok, Manipur state, India. The grenade did not explode. No group claimed responsibility for the incident, and the specific motive is unknown; however, several grenades had been thrown at Congress candidates since the election date was announced. Police stated that the Congress parties were opposing banned groups' movements."
201201100022,2012,1,10,92,India,6,South Asia,Manipur,Lamlai,24.86697,94.07548,1,0,,"01/10/2012: Attackers threw a grenade at Th Dhanasyam, an Indian National Congress worker, in lamlai area, Imphal East district, Manipur state, India. Dhanasyam was not hurt in the attack. No group claimed responsibility for the incident, and the specific motive is unknown; however, several grenades had been thrown at Congress candidates since the election date was announced. Police stated that the Congress parties were opposing banned groups' movements."
201201100025,2012,1,10,4,Afghanistan,6,South Asia,Badghis,Panirak,35.580278,63.327778,2,0,,"01/10/2012: The sister of a former Taliban leader, Mullah Dastagir, was killed when the explosive device she was planting detonated in Panirak area, Bala Murghab district, Badghis province, Afghanistan. No group claimed responsibility for the incident."
201201100026,2012,1,5,95,Iraq,10,Middle East & North Africa,Dhi Qar,Nasiriyah,31.049176,46.266346,1,0,,"01/05/2012: A suicide bomber detonated his explosives near a group of Shiite pilgrims in Nasiriyah city, Dhi Qar governorate, Iraq. Forty-five people died in the attack, and an unspecified number were injured. No group claimed responsibility for the incident."
201201100027,2012,1,10,4,Afghanistan,6,South Asia,Kunar,Asadabad,34.874167,71.152778,1,0,,"01/10/2012: Attackers fired three mortars inside the Fayaz military base in Asadabad city, Kunar province, Afghanistan. As a result, two Afghan National Army (ANA) soldiers were killed and 11 injured. No group claimed responsibility; however, sources stated that the mortars originated from Pakistan."
201201100028,2012,1,8,160,Philippines,5,Southeast Asia,South Cotabato,Tantangan,6.571205,124.760888,1,0,Incident occurred on highway connecting Tacurong and General Santos City,"01/08/2012: Police found an explosive device on the highway in Tantangan district, South Cotabato province, Philippines. No group claimed responsibility for the attack; however, the regional police chief had received a text saying a group was trying to target a Yellow Bus line."
201201100029,2012,1,10,147,Nigeria,11,Sub-Saharan Africa,Bauchi,Pyakman,9.749973,9.551801,2,0,,"01/10/2012: Assailants attacked three villagers who had gone to tend to their land in Pyakman village, Bauchi state, Nigeria. The three Christian villagers were killed in the attack. No group claimed responsibility, but sources suspected Boko Haram."
201201100030,2012,1,10,174,Senegal,11,Sub-Saharan Africa,Ziguinchor,Baila,12.897309,-16.348788,1,1,,"01/10/2012: Assailants carjacked motorists, burned a truck, and stole food near Baila village, Ziguinchor region, Senegal. No one was injured in the attack. No group claimed responsibility for the incident; however, sources suspected the Casamance Movement of Democratic Forces (MFDC)."
201201100031,2012,1,10,160,Philippines,5,Southeast Asia,Maguindanao,Cotabato City,7.216667,124.25,1,0,Incident occurred in Rosary Heights VI area,"01/10/2012: Two assailants opened fire on the vehicle of Muslimin Sema, Cotabato city's vice mayor and a member of the Moro National liberation Front (MNlF), in Rosary Heights VI neighborhood, Cotabato city, Philippines. Sema was injured in the attack; one of the assailants was injured, and the other was captured. No group claimed responsibility for the incident."
201201100032,2012,1,10,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,34.434167,70.447778,1,0,,"01/10/2012: A mine exploded in front of a store near in Jalalabad city, Nangarhar province, Afghanistan. This was one of two incidents at the same place on the morning of January 10, 2012. There were no injuries from this attack, but several shops were damaged. No group claimed responsibility for the incident."
201201100033,2012,1,10,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,34.434167,70.447778,1,0,,"01/10/2012: An explosive device targeting first responders to an earlier blast detonated in front of a shop in Jalalabad city, Nangarhar province, Afghanistan. This was one of two incidents at the same place on the morning of January 10, 2012. Six people were injured in this attack, and stores were damaged. No group claimed responsibility for the incident."
201201100034,2012,1,10,153,Pakistan,6,South Asia,Sindh,Karachi,24.87952,67.162636,1,0,Incident occurred in the Shah Faisal Colony area of the city.,"01/10/2012: Assailants opened fire on a group of Muttahida Qaumi Movement (MQM) workers outside a vegetable shop in Shah Faisal Colony, Karachi city, Sindh province, Pakistan. One worker died and two were injured in the attack. No group claimed responsibility for the incident; however, sources stated that it was sectarian in nature."
201201100035,2012,1,10,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.033298,45.35011,1,0,,"01/10/2012: Two hand grenades were thrown at the United States Compound in Mogadishu city, Banaadir region, Somalia. There were no casualties in the attack. No group claimed responsibility for the incident."
201201100036,2012,1,10,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.34,43.13,1,0,,"01/10/2012: Gunmen attacked a checkpoint of the Iraqi Army in Mosul city, Nineveh governorate, Iraq. The attackers killed two soldiers in the ambush. No group claimed responsibility for the incident."
201201100037,2012,1,10,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.324758,44.422289,1,0,,"01/10/2012: A roadside bomb exploded close to a Shiite mosque in Baghdad city, Baghdad governorate, Iraq. One person was killed and 11 injured in the attack. No group claimed responsibility for the attack."
201201100038,2012,1,10,4,Afghanistan,6,South Asia,Khost,Khost,33.33816,69.918915,1,0,,"01/10/2012: An explosive device detonated near a North Atlantic Treaty Organization (NATO) vehicle in Ayubkhel area, Khost city, Khost province, Afghanistan. No one was injured in the attack. The Taliban claimed responsibility for the incident."
201201100039,2012,1,10,4,Afghanistan,6,South Asia,Helmand,Khawajin,32.248981,63.85825,2,0,,"01/10/2012: A roadside mine hit a civilian vehicle in Khawajin area, Washir district, Helmand province, Afghanistan. Four people died in the attack. No group claimed responsibility for the incident."
201201100040,2012,1,10,92,India,6,South Asia,Tamil Nadu,Nandhavanappatty,10.383319,77.988854,1,0,,"01/10/2012: Four people slit the throat of Pasupathi Pandian in Nandhavanappatty area, Tamil Nadu state, India. Pandian was the founder of the Devendra Kula Velalar Kootamaippu Federation. No group claimed responsibility for the incident; however, Pandian was known to feud with the Pannaiyar group, which is comprised of influential members of the Nadar community. The Pannaiyar group had threatened Pandian's life on previous occasions."
201201100041,2012,1,10,92,India,6,South Asia,Uttar Pradesh,Muradnagar,28.78181,77.500288,1,0,,"01/10/2012: Abhay Tyagi, a committee member of Uttar Pradesh Congress, was shot and wounded in Muradnagar town, Uttar Pradesh state, India. No group claimed responsibility for the attack."
201201110001,2012,1,11,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Turlandai,34.207034,72.320779,1,0,,"01/11/2012: A remote-controlled explosive device detonated near the wall of the Government Girls' Primary School Turlandai in Turlandai area, Swabi district, Khyber Pakhtunkhwa province, Pakistan. The blast damaged a large portion of the school. No group claimed responsibility for the attack."
201201110002,2012,1,11,153,Pakistan,6,South Asia,Balochistan,Balida,28.490733,65.095779,4,0,,"01/11/2012: An explosive device detonated, targeting two Frontier Corps (FC) vehicles in Balida area, Balochistan province, Pakistan. A firefight erupted between the troopers and the attackers after the blast. Fourteen security officers were killed and an unknown number of peopler wounded in the attack. The Baloch liberation Front claimed responsibility for the incident."
201201110003,2012,1,11,104,Kenya,11,Sub-Saharan Africa,Garissa,Gerille,-1.583546,40.498903,1,1,,"01/11/2012: Approximately 100 assailants attacked an Administration police camp near Gerille town, North Eastern province, Kenya. The attackers used machine guns and grenades in their attack, killing six people, injuring six, and taking three hostage. One of the hostages was released on January 20, 2013; the remaining two hostages were released on or around July 31, 2013. In a video message claiming responsibility, Al-Shabaab declared a ""jihad"" on Kenya for waging war against Somalia."
201201110004,2012,1,11,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Spin Qabar,33.913569,71.456727,2,0,In Bara tehsil of Khyber Agency,"01/11/2012: A mortar shell fell on a playground where kids were playing in Spin Qabar area, Bara Tehsil, Khyber Agency, Federally Administered Tribal Areas, Pakistan. One child died, and two were injured. No group claimed responsibility for the attack."
201201110005,2012,1,11,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Unknown,34.021103,71.287421,3,0,,"01/11/2012: A rocket landed on a house in Khyber Agency, Federally Administered Tribal Areas, Pakistan. Two people were injured in the attack. No group claimed responsibility for the incident."
201201110006,2012,1,11,153,Pakistan,6,South Asia,Sindh,Karachi,24.893327,67.028073,1,0,On M.A. Jinnah Road,"01/11/2012: Gunmen shot and killed Maqbool-ur-Rehman, a lawyer, on M.A. Jinnar Road, Karachi city, Sindh province, Pakistan. Rehman's driver was injured in the attack. No group claimed responsibility for the incident; however, sources cited several possible reasons for the attack, including that Rehman prosecuted anti-terror cases or that he oversaw political cases relating to the Ahle Sunnat Wal Jamaat (ASWJ) party."
201201110008,2012,1,11,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Ali Abbas,33.533968,71.055668,2,0,In Hangu city,"01/11/2012: Attackers fired five mortar shells at Ali Abbas area, Hangu city, Khyber Pakhtunkhwa province, Pakistan. Three houses were damaged in the attack. No group claimed responsibility for the incident."
201201110009,2012,1,11,153,Pakistan,6,South Asia,Balochistan,Nawano,26.367809,62.720616,1,0,In Turbat District,"01/11/2012: Assailants attacked Frontier Corps (FC) soldiers on their way back to their post after buying groceries in Nawano area, Turbat district, Balochistan province, Pakistan. Fourteen soldiers were killed and an unknown number injured in the attack. The Baloch liberation Army (BlA) claimed responsibility for the incident."
201201110010,2012,1,10,4,Afghanistan,6,South Asia,Kandahar,Kandahar,31.61088,65.700272,1,0,,"01/10/2012: A suicide bomber detonated inside Kandahar Police Headquarters in Kandahar city, Kandahar province, Afghanistan. The bomber had disguised himself as a civilian filing a complaint and was targeting Police Chief Brigadier-General Abdul Raziq. No one was injured in the explosion. The Taliban claimed responsibility for the attack."
201201110011,2012,1,11,228,Yemen,10,Middle East & North Africa,Adan,Aden,12.8,45.033333,1,0,Occurred in Khor maksar district,"01/11/2012: Assailants opened fire on a van transporting intelligence officials in Aden city, Adan governorate, Yemen. At least one official was killed and seven others were injured in the assault. No group claimed responsibility; however, sources suspect that Al-Qa`ida in the Arabian Peninsula (AQAP) was behind the attack."
201201110012,2012,1,11,147,Nigeria,11,Sub-Saharan Africa,Yobe,Potiskum,11.70896,11.06997,1,0,,"01/11/2012: Assailants attacked a bus at a gas station in Potiskum area, Yobe state, Nigeria. The victims are thought to have been Igbo Christians fleeing toward the southern part of the country. Four civilians died in the gunfire. No group claimed responsibility, but sources suspected Boko Haram."
201201110013,2012,1,10,95,Iraq,10,Middle East & North Africa,Al Anbar,Hit,33.639469,42.838009,1,0,,"01/11/2012: Gunmen shot and killed Saeed Hamdan Ghazal, the town mayor, in Hit city, Al Anbar governorate, Iraq. Ghazal was ambushed as he was leaving his evening prayers. No group claimed responsibility for the incident."
201201110014,2012,1,11,78,Greece,8,Western Europe,Attica,Athens,37.930601,23.730557,1,0,Incident occurred in the Agios Dimitrios area of the city.,"01/11/2012: An explosive device exploded under an empty car in Agios Dimitrios neighborhood, Athens city, Attica region, Greece. The car belonged to the wife of the head of Greece's fire and rescue services. No group claimed responsibility for the attack; however, anarchist groups aiming to destroy ""the system"" often carry out similar incidents."
201201110015,2012,1,11,205,Thailand,5,Southeast Asia,Narathiwat,Rangae district,6.296389,101.728333,3,0,,"01/11/2012: A remote-controlled explosive device detonated in Ra-ngae district, Narathiwat province, Thailand. Officials posited that the target was a Rangers vehicle 50 meters away. Two civilians were injured in the attack. No group claimed responsibility for the incident."
201201110016,2012,1,11,94,Iran,10,Middle East & North Africa,Tehran,Darrous,35.766667,51.45,1,1,,"01/11/2012: A sticky bomb attached to the car of Mostafa Ahmadi Roshan exploded near Darrous neighborhood, Tehran province, Iran. Roshan was a university professor and nuclear scientist. Roshan and his driver were killed and one person was injured in the attack. No group claimed responsibility for the incident; however, the Irani government suspected the Central Intelligence Agency (CIA) and the Israeli Mossad."
201201110017,2012,1,10,95,Iraq,10,Middle East & North Africa,Al Anbar,Qaim,34.368794,41.094472,1,0,,"01/10/2012: Gunmen attacked a police station in Al-Qaim town, Al Anbar governorate, Iraq. Three police officers were killed in the attack, and one was injured. One of the assailants was also killed in return fire. No group claimed responsibility for the incident."
201201110018,2012,1,11,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Deir Istiya,32.130762,35.140136,1,0,,"01/11/2012: Assailants tagged a mosque and burned three cars in Deir Istiya town, Salfit governorate, West Bank and Gaza Strip. The assailants wrote ""price tag"" and ""Gal Aryeh Yosef"" on the mosque wall. No group claimed responsibility for the incident, but such ""price tag"" attacks are typically revenge hate crimes perpetrated by Israeli extremists with a nationalist motive."
201201110019,2012,1,9,92,India,6,South Asia,Manipur,Lamlai,24.86697,94.07548,1,0,,"01/11/2012: Three explosive devices detonated outside a Communist Party of India (CPI) rallying venue in lamlai area, Manipur state, India. Three other explosive devices were found and defused. No one was injured in the attack. No group claimed responsibility, but the CPI candidate blamed rival political factions for the attack, not the committee of banned groups that had formed to protest the election."
201201110021,2012,1,11,200,Syria,10,Middle East & North Africa,Homs,Homs,34.733879,36.71817,1,0,,"01/11/2012: Assailants shot rocket-propelled grenades on a crowd in Homs, Homs governorate, Syria. The crowd included journalists being given a tour of damaged areas in the city. Nine people, including a French journalist, were killed, while an unknown number of people were wounded in the explosion. The FSA claimed responsibility for the incident and stated that it was a mistake."
201201110024,2012,1,11,4,Afghanistan,6,South Asia,Kandahar,Kundalan,32.074078,66.141526,2,0,,"01/11/2012: A civilian vehicle hit a roadside bomb in Kundalan village, Shah Walikot district, Kandahar province, Afghanistan. Two people were killed and two injured in the attack. No group claimed responsibility for the incident."
201201110025,2012,1,11,4,Afghanistan,6,South Asia,Helmand,Takhtapul,32.370968,64.776154,1,0,,"01/11/2012: A roadside bomb detonated near a tractor in Takhtapul district, Helmand province, Afghanistan. The driver was injured in the attack. No group claimed responsibility for the incident."
201201110027,2012,1,11,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Dallo Khel,32.600351,70.861048,1,0,,"01/11/2012: An explosive device detonated outside the hujra of Johar Mohammad in Bara Tehsil, Khyber Pakhtunkhwa province, Pakistan. Mohammed was a leader of the Awami National Party (ANP) and a lawyer. No one was injured in the attack; however, the guesthouse was damaged. No group claimed responsibility for the incident."
201201110028,2012,1,11,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.784821,7.005453,1,0,,"01/11/2012: Assailants threw an explosive device into the offices of the registrar and the vice chancellor of Rivers State University of Science and Technology (RSUST) in Port Harcourt city, Rivers state, Nigeria. The blast damaged the offices but injured no one. No group claimed responsibility for the incident, and police sources said that the explosion was a result of an electric fault."
201201110029,2012,1,11,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.00527,28.97696,1,0,,"01/11/2012: Police arrested two assailants in possession of a mine in Istanbul city, Istanbul province, Turkey. The two admitted to being on their way to committing an attack in the center of Istanbul. No group claimed responsibility for the incident."
201201110035,2012,1,11,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.31347,44.51177,1,0,"Incident occurred in the Al-Jadidah neighborhood of New Baghdad, Baghdad.","01/11/2012: Gunmen shot and killed two Iraqi counterterrorism officials in al-Jadididah neighborhood, New Baghdad city, Baghdad governorate, Iraq. No group claimed responsibility for the incident."
201201110036,2012,1,11,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.33669,44.408735,1,0,Palestine Street,"01/11/2012: An assailant threw a grenade at an Iraqi Army vehicle on Palestine Street, Rusafa district, Baghdad city, Baghdad governorate, Iraq. A soldier was injured and the vehicle damaged in the blast. No group claimed responsibility for the incident."
201201110037,2012,1,11,92,India,6,South Asia,Tamil Nadu,Tiruvallur district,13.142549,79.909053,3,1,Near Meppedu Irula settlement,"01/11/2012: An assailant threw two explosive devices at a migrant worker near Meppedu Irula settlement, Tiruvallur district, Tamil Nadu state, India. The explosive devices were of low intensity, thus causing no injuries. No group claimed responsibility for the incident."
201201120001,2012,1,12,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Girni Sheikhan,32.250345,70.168122,1,0,,"01/12/2012: Assailants attacked a Frontier Constabulary (FC) fort with heavy machine guns and rockets in Girni Sheikhan area, Tank district, Khyber Pakhtunkhwa province, Pakistan. One FC member was injured in the attack. No group claimed responsibility for the incident."
201201120002,2012,1,12,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Sararogha,32.318751,69.860004,2,0,In South Waziristan tribal area,"01/12/2012: A rocket hit a bomb disposal squad (BDS) of the Pakistani Army in Srarogha area, South Waziristan agency, Federally Administered Tribal Areas, Pakistan. Four soldiers were killed and an unknown number of people injured in the attack. No group claimed responsibility; however, the assailants are reported to have been pro-Taliban."
201201120003,2012,1,12,92,India,6,South Asia,Assam,Natun Haza,25.472491,93.084919,1,0,,"01/12/2012: Assailants kidnapped Dharmendra Yadav in Natun Haza area, Dima Hasao district, Assam state, India. Yadav was a construction worker for Triveni Construction, who was completing a project in the area. He was released nine days later because of the pressure put on by the ongoing police and army operation. No group claimed responsibility for the incident; however, sources noted that there had been a rash of recent kidnappings of construction company members, either for ransom or to disrupt the peace process in Dima Hasao."
201201120004,2012,1,12,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Sarband,33.936523,71.486335,1,0,,"01/12/2012: Assailants attacked a joint police and Frontier Corps (FC) checkpost in Sarband area, Khyber Pakhtunkhwa province, Pakistan. Three people were killed and 11 injured in the attack. Three attackers were killed as well. No group claimed responsibility for the incident."
201201120005,2012,1,12,4,Afghanistan,6,South Asia,Kandahar,Panjwai,31.547778,65.454167,1,0,Kandahar-Herat highway in the Kubi area,"01/12/2012: A suicide bomber crashed his vehicle into the vehicle of the Panjwai district governor on the Kandahar-Herat Highway, Kubi area, Panjwai district, Helmand province, Afghanistan. Five other people, including the governor, were killed and 10 were injured in the blast. The Taliban claimed responsibility for the attack."
201201120007,2012,1,12,95,Iraq,10,Middle East & North Africa,Babil,Latifiyah,32.98499,44.35676,1,0,,"01/12/2012: A roadside bomb detonated, targeting a group of Shiite pilgrims in latifiya city, Babil governorate, Iraq. One person died and six were injured in the blast. No group claimed responsibility for the incident; however, there are frequent attacks on Shiite pilgrims in Iraq in an attempt to heighten sectarian strife."
201201120008,2012,1,12,95,Iraq,10,Middle East & North Africa,Babil,Iskandariyah,32.88504,44.348,1,1,,"01/12/2012: Assailants detonated a roadside bomb on a highway near Iskandariyah city, Babil governorate, Iraq. Four Shiite pilgrims were injured in the attack. No group claimed responsibility for the incident; however, there are frequent attacks on Shiite pilgrims in Iraq in an attempt to heighten sectarian strife."
201201120009,2012,1,12,95,Iraq,10,Middle East & North Africa,Babil,Al-Kifl,32.232101,44.381809,1,0,,"01/12/2012: An explosives-laden vehicle detonated near a group of Shiite pilgrims in Al-Kifl town, Babil governorate, Iraq. One pilgrim died and 12 were injured in the blast. No group claimed responsibility for the attack; however, there are frequent attacks on Shiite pilgrims in Iraq in an attempt to heighten sectarian strife."
201201120010,2012,1,12,95,Iraq,10,Middle East & North Africa,Babil,Jbela,32.468191,44.550194,2,1,,"01/12/2012: A roadside bomb detonated near a civilian vehicle near Jbela area, Babil governorate, Iraq. Three civilians were injured in the blast. No group claimed responsibility for the attack."
201201120011,2012,1,12,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.748969,44.632769,1,0,,"01/12/2012: Assailants detonated a roadside bomb near a house in Baqubah city, Diyala governorate, Iraq. The house belonged to a member of the Sahwa Council. Three people were injured in the blast. No group claimed responsibility for the incident."
201201120012,2012,1,12,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Charsadda,34.150928,71.73594,1,0,Near the Farooq Azam Chowk in Bazaar tehsil,"01/12/2012: Assailants detonated an explosive device outside a music center near Farooq Azam Chowk, Charsadda district, Khyber Pakhtunkhwa province, Pakistan. At least five people were injured and seven shops destroyed or damaged in the blast. No group claimed responsibility for the incident."
201201120013,2012,1,12,173,Saudi Arabia,10,Middle East & North Africa,Eastern,Al-Awamiyah,26.55905,49.995689,1,0,The incident took place in Qatif province.,"01/12/2012: Attackers threw Molotov Cocktails at a Saudi security patrol in Al-Awamiyah village, Eastern, Saudi Arabia. The security patrol returned fire, killing one attacker and injuring another. No group claimed responsibility for the incident."
201201120014,2012,1,12,110,Lebanon,10,Middle East & North Africa,South,Sarafand,33.451486,35.29069,1,0,,"01/12/2012: Assailants detonated an explosive device at a liquor store in Sarafand city, South governorate, lebanon. No one was injured; however, the blast damaged the store and other nearby shops. No group claimed responsibility for the incident; however, sources noted that this was one in a spate of recent attacks on stores or restaurants serving alcohol in the conservative area of lebanon."
201201120015,2012,1,12,4,Afghanistan,6,South Asia,Wardak,Saydabad district,33.895519,68.763192,3,0,,"01/12/2012: Assailants attacked Afghan security forces in Saydabad district, Maidan Wardak province, Afghanistan. The forces were attempting to pick up four bodies of kidnapped construction workers when they were ambushed. There were no casualties in the gunfire. No group claimed responsibility, but security sources attributed the attack to the Taliban."
201201120016,2012,1,12,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Azakhel,33.834489,71.593166,1,1,Occurred in Merikhel area,"01/12/2012: Assailants fired a mortar shell at Merikhel area, Akakhel village, Khyber Pakhtunkhwa province, Pakistan. Five people died, one was injured, and a house was destroyed in the attack. No group claimed responsibility for the incident."
201201120017,2012,1,12,153,Pakistan,6,South Asia,Balochistan,Sohbatpur,28.51882,68.541111,1,1,Under Baba Raja Bridge,"01/12/2012: Assailants exploded a remote-controlled explosive device under Baba Raja Bridge near Sohbatpur area, Naseerbad district, Balochistan province, Pakistan. The explosive device was targeting an Oil & Gas Development Corporation limited (OGDCl) car, but all the passengers survived. However, the bridge was blown up in the attack. No group claimed responsibility for the incident."
201201120018,2012,1,12,153,Pakistan,6,South Asia,Balochistan,Talli,29.528243,68.134198,1,0,,"01/12/2012: Assailants attacked a checkpoint in Tali area, Sibi district, Balochistan province, Pakistan. No one was injured in the attack. No group claimed responsibility for the incident."
201201120019,2012,1,12,182,Somalia,11,Sub-Saharan Africa,Galguduud,Dhusamareb,5.5375,46.3875,1,0,,"01/12/2012: A rocket-propelled grenade (RPG) hit the car of two workers employed by a contractor for the World Food Program (WFP) in Dhusamareb city, Galguduud region, Somalia. The two workers died in the attack. No group claimed responsibility for the incident."
201201120020,2012,1,12,205,Thailand,5,Southeast Asia,Phuket,Ratsada,7.90845,98.3892,1,0,,"01/12/2012: Gunmen shot and killed Wisut Tangwitthayaporn in Ratsada district, Phuket province, Thailand. The deceased was a main member of the red-shirt political movement and a newspaper publisher. No group claimed responsibility for the incident; however, Thai media suspected that his death was related either to the fact that his newspaper had published about corruption in the land department of Phuket or that he was a well-known political protester."
201201120022,2012,1,12,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Mulla Pattay,33.697271,71.144852,2,0,,"01/12/2012: Assailants attacked a security checkpoint in Mull Pattay area, Orakzai Agency, Federally Administered Tribal Areas, Pakistan. One soldier died and another was injured in the attack. In retaliation, soldiers killed eight attackers and injured three. No group claimed responsibility for the incident."
201201120023,2012,1,12,4,Afghanistan,6,South Asia,Herat,Kushk district,34.868133,62.520975,3,0,,"01/12/2012: Assailants launched three rockets on an Afghan National Army (ANA) base in Kushk-e Kohna district, Herat province, Afghanistan. There were no casualties in the attack. No group claimed responsibility, but sources attributed the incident to the Taliban."
201201120024,2012,1,12,4,Afghanistan,6,South Asia,Farah,Bakwa district,32.230825,62.920592,3,0,Kandahar-Herat highway,"01/12/2012: Three members of Salarzai security company hit a roadside mine on the Kandahar-Herat Highway, Bakwa district, Farah province, Afghanistan. Two security guards died in the attack, and their vehicle was destroyed. The Taliban claimed responsibility for the incident."
201201120025,2012,1,10,167,Russia,9,Eastern Europe,Dagestan,Kizilyurtovsky district,43.159043,46.965457,3,1,,"01/10/2012: Russian police officers found an explosive device with several separate containers, each containing over 50 kilograms of explosives, near Kizilyurtovsky district, Dagestan republic, Russia. One of the containers exploded, killing one police officer and injuring eight. No group claimed responsibility for the attack."
201201120028,2012,1,12,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.039657,45.348489,1,0,In Ceelasha Biyaha district of Mogadishu city,"01/12/2012: An assailant opened fire at a group of people in Ceelasha Biyaha district, Mogadishu city, Banaadir region, Somalia. Four people were killed and several others injured. No group claimed responsibility for the attack, but sources attributed it to Al-Shabaab. It may have been related to the torture by Al-Shabaab of several businessmen in the district the previous day in an attempt to get money."
201201130001,2012,1,13,153,Pakistan,6,South Asia,Sindh,Karachi,24.972864,67.064321,1,0,Near Up More,"01/13/2012: Gunmen riding a motorcycle shot two men standing on the street near UP Mor in North Karachi city, Sindh province, Pakistan. One person was killed and one injured in the attack. No group claimed responsibility for the incident; however, police suspected a sectarian motive."
201201130002,2012,1,13,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.46883,44.39098,1,0,,"01/13/2012: A suicide bomber detonated an explosives-laden vehicle in Kirkuk city, Kirkuk, Iraq. The bomber was targeting the home of a local police commander. The bomber died, and two others were injured in the attack. No group claimed responsibility for the incident."
201201130003,2012,1,13,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.46883,44.39098,1,0,,"01/13/2012: Assailants detonated an explosives-laden vehicle near the house of a police commander in Kirkuk city, Kirkuk, Iraq. Thirteen people were injured in the attack. No group claimed responsibility for the incident."
201201130004,2012,1,13,95,Iraq,10,Middle East & North Africa,Nineveh,Hammam al-Alil,36.16417,43.25966,1,0,,"01/13/2012: A roadside bomb exploded near a police patrol in Hammam Al-Alil area, Nineveh governorate, Iraq. One officer was killed and one injured in the blast. No group claimed responsibility for the attack."
201201130005,2012,1,13,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.748969,44.632769,1,0,,"01/13/2012: A roadside bomb exploded near soldiers in Baqubah city, Diyala governorate, Iraq. Three soldiers were wounded in the attack. No group claimed responsibility for the incident."
201201130006,2012,1,13,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.46883,44.39098,1,1,,"01/13/2012: An explosive device stuck to a three-wheeled motorbike detonated near Kirkuk city, Kirkuk, Iraq. The impact of the explosive device killed the driver. No group claimed responsibility for the attack."
201201130007,2012,1,13,4,Afghanistan,6,South Asia,Helmand,Mataki,31.637074,64.240755,2,0,,"01/13/2012: A roadside mine exploded in Mataki village, Nad Ali district, Helmand province, Afghanistan. Two women were killed in the attack. No group claimed responsibility for the incident, but sources attributed it to the Taliban."
